full_name,total_points,y_pred
owen_dodgson,0,3.1041357571925148
hjalmar_ekdal,1,3.1041357571925148
maxime_esteve,1,3.1041357571925148
quilindschy_hartman,1,3.1041357571925148
bashir_humphreys,0,3.1041357571925148
jordan_beyer,0,3.1041357571925148
lucas_pires_silva,0,3.1041357571925148
shurandy_sambo,0,3.1041357571925148
oliver_sonne,1,3.1041357571925148
axel_tuanzebe,0,3.1041357571925148
joe_worrall,0,3.1041357571925148
illia_zabarnyi,0,4.522712715913921
marcos_senesi_baron,2,3.6431411388342125
adam_smith,1,3.6431411388342125
adrien_truffert,0,3.6431411388342125
matai_akinmboni,0,2.763569561754505
owen_bevan,0,2.763569561754505
james_hill,1,2.763569561754505
julian_araujo_zuniga,0,2.763569561754505
chris_mepham,0,2.763569561754505
julio_soler_barreto,0,2.763569561754505
bafode_diakite,0,3.6431411388342125
nathan_collins,0,3.926537393907031
keane_lewis_potter,1,3.926537393907031
kristoffer_ajer,0,3.046965816827324
rico_henry,1,3.046965816827324
michael_kayode,1,3.046965816827324
ethan_pinnock,0,3.046965816827324
mads_roerslev_rasmussen,0,3.046965816827324
sepp_van_den_berg,3,3.046965816827324
benjamin_arthur,0,2.1673942397476154
benjamin_fredrick,0,2.1673942397476154
aaron_hickey,0,2.1673942397476154
kim_ji_soo,0,2.1673942397476154
jayden_meghoma,0,2.1673942397476154
olivier_boscagli,0,2.9991969257197653
diego_coppola,0,2.9991969257197653
maxim_de_cuyper,2,2.9991969257197653
lewis_dunk,2,2.9991969257197653
pervis_estupinan_tenorio,0,2.9991969257197653
ferdi_kadioglu,0,2.9991969257197653
igor_julio_dos_santos_de_paulo,0,2.9991969257197653
tariq_lamptey,0,2.9991969257197653
jan_paul_van_hecke,2,2.9991969257197653
joel_veltman,0,2.9991969257197653
adam_webster,0,2.9991969257197653
eiran_cashin,0,2.1196253486400565
jacob_slater,0,2.1196253486400565
charlie_tasker,0,2.1196253486400565
marc_cucurella_saseta,8,6.103424391048188
reece_james,5,5.223852813968479
trevoh_chalobah,6,4.34428123688877
levi_samuels_colwill,0,4.34428123688877
malo_gusto,1,4.34428123688877
benoit_badiashile_mukinayi,0,3.4647096598090625
wesley_fofana,0,3.4647096598090625
mamadou_sarr,0,3.4647096598090625
tosin_adarabioyo,0,3.4647096598090625
josh_acheampong,9,2.5851380827293546
aaron_anselmino,0,2.5851380827293546
jorrel_hato,0,4.34428123688877
daniel_munoz_mejia,5,5.5746276835256365
maxence_lacroix,8,4.695056106445928
tyrick_mitchell,9,4.695056106445928
borna_sosa,0,4.695056106445928
marc_guehi,6,3.8154845293662207
chris_richards,6,3.8154845293662207
chadi_riad_dnanou,0,2.9359129522865115
nathaniel_clyne,0,2.9359129522865115
rob_holding,0,2.9359129522865115
caleb_kporha,0,2.9359129522865115
jarrad_branthwaite,0,6.116946025931823
james_tarkowski,4,6.116946025931823
vitalii_mykolenko,0,5.237374448852115
jake_o'brien,2,5.237374448852115
seamus_coleman,0,4.357802871772407
michael_keane,2,4.357802871772407
nathan_patterson,0,4.357802871772407
roman_dixon,0,3.4782312946926988
reece_welch,0,3.4782312946926988
adam_aznou,0,4.357802871772407
antonee_robinson,0,4.498360361941345
joachim_andersen,2,3.6187887848616382
calvin_bassey,1,3.6187887848616382
timothy_castagne,1,3.6187887848616382
issa_diop,0,3.6187887848616382
jorge_cuenca_barreno,2,3.6187887848616382
kenny_tete,2,3.6187887848616382
samuel_amissah,0,2.7392172077819295
jayden_bogle,6,3.9837073342722222
pascal_struijk,8,3.9837073342722222
jaka_bijol,0,3.1041357571925148
sebastiaan_bornauw,0,3.1041357571925148
sam_byram,0,3.1041357571925148
gabriel_gudmundsson,9,3.1041357571925148
joe_rodon,7,3.1041357571925148
isaac_schmidt,0,3.1041357571925148
jeremie_frimpong,1,5.234215624638622
milos_kerkez,0,5.234215624638622
andrew_robertson,0,5.234215624638622
virgil_van_dijk,3,5.234215624638622
ibrahima_konate,1,4.354644047558914
conor_bradley,0,3.475072470479205
joe_gomez,1,3.475072470479205
konstantinos_tsimikas,0,3.475072470479205
amara_nallo,0,1.715929316319789
rhys_williams,0,1.715929316319789
calvin_ramsay,0,1.715929316319789
giovanni_leoni,0,3.475072470479205
rayan_ait_nouri,9,5.7460935245790905
josko_gvardiol,0,5.7460935245790905
manuel_akanji,0,4.866521947499382
nathan_ake,0,4.866521947499382
abdukodir_khusanov,1,4.866521947499382
matheus_nunes,1,4.866521947499382
ruben_dos_santos_gato_alves_dias,6,4.866521947499382
john_stones,6,4.866521947499382
rico_lewis,11,3.986950370419673
nico_o'reilly,0,3.986950370419673
vitor_de_oliveira_nunes_dos_reis,0,3.986950370419673
matthijs_de_ligt,4,4.915168388085493
lisandro_martinez,0,4.915168388085493
noussair_mazraoui,0,4.915168388085493
diego_leon_blanco,0,4.035596811005784
diogo_dalot_teixeira,1,4.035596811005784
patrick_dorgu,1,4.035596811005784
harry_maguire,1,4.035596811005784
luke_shaw,2,4.035596811005784
leny_yoro,4,4.035596811005784
harry_amass,0,3.1560252339260773
tyler_fredricson,0,3.1560252339260773
ayden_heaven,0,3.1560252339260773
tyrell_malacia,0,3.1560252339260773
lewis_hall,0,4.961591821295704
fabian_schar,8,4.961591821295704
sven_botman,0,4.082020244215995
dan_burn,9,4.082020244215995
tino_livramento,9,4.082020244215995
kieran_trippier,6,4.082020244215995
emil_krafth,0,3.202448667136286
jamaal_lascelles,0,3.202448667136286
alex_murphy,0,2.322877090056579
harrison_ashby,0,2.322877090056579
miodrag_pivas,0,2.322877090056579
matt_targett,0,2.322877090056579
malick_thiaw,0,4.082020244215995
nikola_milenkovic,2,5.40228429299363
murillo_costa_dos_santos,2,5.40228429299363
ola_aina,4,4.522712715913921
neco_williams,1,4.522712715913921
david_mota_veiga_teixeira_do_carmo,0,3.6431411388342125
jair_paula_da_cunha_filho,0,3.6431411388342125
felipe_rodrigues_da_silva,0,3.6431411388342125
omar_richards,0,3.6431411388342125
zach_abbott,0,2.763569561754505
willy_boly,0,2.763569561754505
daniel_ballard,17,3.9837073342722222
trai_hume,6,3.9837073342722222
aji_alese,0,3.1041357571925148
joe_anderson,0,3.1041357571925148
dennis_cirkin,0,3.1041357571925148
leo_fuhr_hjelde,0,3.1041357571925148
niall_huggins,0,3.1041357571925148
zak_johnson,0,3.1041357571925148
luke_o'nien,0,3.1041357571925148
timothee_pembele,0,3.1041357571925148
reinildo_mandava,6,3.1041357571925148
jenson_seelt,1,3.1041357571925148
arthur_masuaku,0,3.1041357571925148
omar_alderete,4,3.1041357571925148
nordi_mukiele,0,3.1041357571925148
pedro_porro_sauceda,6,4.698395011785336
cristian_romero,6,3.818823434705627
kevin_danso,0,2.9392518576259192
ben_davies,0,2.9392518576259192
radu_dragusin,0,2.9392518576259192
djed_spence,6,2.9392518576259192
destiny_udogie,0,2.9392518576259192
micky_van_de_ven,6,2.9392518576259192
ashley_phillips,0,2.0596802805462113
takai_kota,0,2.0596802805462113
luka_vuskovic,0,2.0596802805462113
el_hadji_malick_diouf,1,3.7611596413467216
emerson_palmieri_dos_santos,0,3.7611596413467216
maximilian_kilman,0,3.7611596413467216
konstantinos_mavropanos,0,3.7611596413467216
nayef_aguerd,1,3.7611596413467216
ollie_scarles,0,3.7611596413467216
jean_clair_todibo,1,3.7611596413467216
aaron_wan_bissaka,1,3.7611596413467216
kaelan_casey,0,2.8815880642670137
kyle_walker_peters,0,3.7611596413467216
emmanuel_agbadou,0,3.26052210155495
matt_doherty,-1,3.26052210155495
hugo_bueno_lopez,1,3.26052210155495
yerson_mosquera_valdelamar,0,3.26052210155495
rodrigo_martins_gomes,1,3.26052210155495
santiago_ignacio_bueno,0,3.26052210155495
toti_gomes,0,3.26052210155495
ki_jana_hoever,1,2.3809505244752414
bastien_meupiyou_menadjou,0,2.3809505244752414
pedro_cardoso_de_lima,0,2.3809505244752414
alfie_pond,0,2.3809505244752414
david_moller_wolfe,1,3.26052210155495
jackson_tchatchoua,0,3.26052210155495
bukayo_saka,3,4.314916438111062
martin_odegaard,5,3.7573704388457223
noni_madueke,1,3.4785974392130523
gabriel_martinelli_silva,1,3.4785974392130523
leandro_trossard,0,3.4785974392130523
declan_rice,6,3.3392109393967164
mikel_merino_zazon,1,3.1998244395803805
fabio_ferreira_vieira,0,3.0604379397640464
christian_norgaard,0,3.0604379397640464
ethan_nwaneri,0,3.0604379397640464
martin_zubimendi_ibanez,5,3.0604379397640464
reiss_nelson,0,2.9210514399477105
ismeal_kabia,0,2.7816649401313756
albert_sambi_lokonga,0,2.7816649401313756
morgan_rogers,3,3.2136897659288888
youri_tielemans,3,2.934916766296219
leon_bailey,0,2.795530266479883
emiliano_buendia_stati,0,2.795530266479883
samuel_iling_junior,0,2.795530266479883
donyell_malen,1,2.795530266479883
john_mcginn,3,2.795530266479883
ross_barkley,0,2.656143766663548
enzo_barrenechea,0,2.656143766663548
lewis_dobbin,0,2.656143766663548
boubacar_kamara,2,2.656143766663548
amadou_onana,5,2.656143766663548
ben_broggio,0,2.516757266847213
leander_dendoncker,0,2.516757266847213
jamaldeen_jimoh_aloba,0,2.516757266847213
kadan_young,0,2.516757266847213
evann_guessand,0,3.074303266112554
jaidon_anthony,2,2.1710218123601877
manuel_benson_hedilazio,0,2.1710218123601877
jacob_bruun_larsen,1,2.1710218123601877
enock_agyei,0,2.0316353125438527
darko_churlinov,0,2.0316353125438527
josh_cullen,4,2.0316353125438527
marcus_edwards,1,2.0316353125438527
hannibal_mejbri,2,2.0316353125438527
luca_koleosho,0,2.0316353125438527
josh_laurent,2,2.0316353125438527
loum_tchaouna,1,2.0316353125438527
aaron_ramsey,0,1.8922488127275177
oluwaseun_adewumi,0,1.8922488127275177
jaydon_banel,0,1.8922488127275177
mike_tresor_ndayishimiye,0,1.8922488127275177
lesley_ugochukwu,1,2.0316353125438527
justin_kluivert,0,3.1690913035541817
antoine_semenyo,15,3.1969686035174485
marcus_tavernier,4,2.750931804105176
tyler_adams,4,2.611545304288841
david_brooks,4,2.611545304288841
ryan_christie,0,2.611545304288841
lewis_cook,0,2.611545304288841
philip_billing,0,2.611545304288841
alex_scott,2,2.611545304288841
luis_sinisterra_lucumi,0,2.611545304288841
romain_faivre,0,2.472158804472506
hamed_traore,4,2.472158804472506
dominic_sadi,0,2.472158804472506
zain_silcott_duberry,0,2.472158804472506
ben_winterburn,1,2.472158804472506
ben_doak,0,2.611545304288841
remy_rees_dottin,0,2.472158804472506
dango_ouattara,0,3.2913748814063517
kevin_schade,1,3.5701478810390217
mikkel_damsgaard,0,3.2913748814063517
antoni_milambo,1,3.151988381590016
fabio_freitas_gouveia_carvalho,2,3.012601881773681
jordan_henderson,1,3.012601881773681
vitaly_janelt,0,3.012601881773681
mathias_jensen,2,3.012601881773681
gustavo_nunes_fernandes_gomes,0,3.012601881773681
frank_onyeka,4,3.012601881773681
yehor_yarmoliuk,2,3.012601881773681
romelle_donovan,0,2.873215381957346
yunus_emre_konak,0,2.873215381957346
paris_maghoma,0,2.873215381957346
myles_peart_harris,0,2.873215381957346
ryan_trevitt,0,2.873215381957346
mitoma_kaoru,2,3.4486007661725697
georginio_rutter,6,3.3092142663562347
solly_march,0,3.3092142663562347
yankuba_minteh,3,3.3092142663562347
julio_enciso_espinola,0,3.169827766539899
brajan_gruda,1,3.169827766539899
jack_hinshelwood,0,3.169827766539899
matt_o'riley,10,3.169827766539899
abdallah_sima,0,3.169827766539899
yasin_ayari,3,3.030441266723564
carlos_baleba,3,3.030441266723564
facundo_buonanotte,0,3.030441266723564
diego_gomez_amarilla,0,3.030441266723564
james_milner,1,3.030441266723564
jeremy_sarmiento_morante,0,3.030441266723564
tom_watson,0,3.030441266723564
mats_wieffer,4,3.030441266723564
malick_yalcouye,0,3.030441266723564
joe_knight,0,2.891054766907229
adrian_mazilu,0,2.891054766907229
andrew_moran,0,2.891054766907229
cole_palmer,3,4.345242695039068
pedro_lomba_neto,3,3.369537196324721
enzo_fernandez,3,3.230150696508386
estevao_almeida_de_oliveira_goncalves,0,3.230150696508386
jamie_bynoe_gittens,1,3.230150696508386
christopher_nkunku,0,3.090764196692051
moises_caicedo_corozo,5,2.9513776968757153
tyrique_george,0,2.8119911970593803
romeo_lavia,0,2.8119911970593803
mykhailo_mudryk,0,2.8119911970593803
andrey_nascimento_dos_santos,1,2.6726046972430453
dario_luis_essugo,0,2.6726046972430453
kendry_paez_andrade,0,2.6726046972430453
eberechi_eze,3,3.0880038005173
ismaila_sarr,3,2.809230800884629
cheick_doucoure,0,2.391071301435624
romain_esse,0,2.391071301435624
will_hughes,2,2.391071301435624
daichi_kamada,0,2.391071301435624
jefferson_lerma_solis,1,2.391071301435624
adam_wharton,3,2.391071301435624
asher_agbinone,0,2.2516848016192883
naouirou_ahamada,0,2.2516848016192883
justin_devenny,1,2.2516848016192883
malcolm_ebiowei,0,2.2516848016192883
jesurun_rak_sakyi,0,2.2516848016192883
matheus_franca_de_oliveira,0,2.2516848016192883
david_ozoh,0,2.2516848016192883
kaden_rodney,0,2.2516848016192883
franco_umeh_chibueze,0,2.2516848016192883
rio_cardines,0,2.2516848016192883
kiernan_dewsbury_hall,2,1.9878259988179883
iliman_ndiaye,2,2.405985498266994
dwight_mcneil,0,2.266598998450659
carlos_alcaraz_duran,1,2.1272124986343237
idrissa_gana_gueye,2,2.1272124986343237
james_garner,2,1.9878259988179883
tim_iroegbunam,2,1.9878259988179883
harrison_armstrong,0,1.8484394990016533
callum_bates,0,1.8484394990016533
coby_ebere,0,1.8484394990016533
isaac_heath,0,1.8484394990016533
jenson_metcalfe,0,1.8484394990016533
jack_grealish,1,2.405985498266994
alex_iwobi,2,2.9495923634071355
emile_smith_rowe,1,2.8102058635908005
adama_traore_diarra,1,2.6708193637744646
andreas_hoelgebaum_pereira,0,2.6708193637744646
ryan_sessegnon,0,2.6708193637744646
harry_wilson,5,2.6708193637744646
sander_berge,2,2.5314328639581296
tom_cairney,0,2.5314328639581296
sasa_lukic,2,2.5314328639581296
martial_godo,0,2.3920463641417946
luke_harris,0,2.3920463641417946
josh_king,2,2.3920463641417946
harrison_reed,0,2.3920463641417946
brenden_aaronson,1,2.1710218123601877
wilfried_gnonto,3,2.1710218123601877
jack_harrison,1,2.1710218123601877
daniel_james,3,2.1710218123601877
ethan_ampadu,3,2.0316353125438527
sam_greenwood,0,2.0316353125438527
ilia_gruev,1,2.0316353125438527
largie_ramazani,0,2.0316353125438527
tanaka_ao,3,2.0316353125438527
charlie_crew,0,1.8922488127275177
joe_gelhardt,0,1.8922488127275177
darko_gyabi,0,1.8922488127275177
sean_longstaff,1,2.0316353125438527
anton_stach,8,2.0316353125438527
mohamed_salah,8,6.2755801993362
florian_wirtz,2,4.602942201540177
luis_diaz_marulanda,0,4.463555701723841
cody_gakpo,7,4.324169201907507
federico_chiesa,6,4.045396202274836
alexis_mac_allister,5,4.045396202274836
dominik_szoboszlai,2,4.045396202274836
curtis_jones,1,3.7666232026421653
harvey_elliott,0,3.7666232026421653
ryan_gravenberch,0,3.7666232026421653
endo_wataru,4,3.6272367028258303
stefan_bajcetic_maquieira,0,3.4878502030094953
james_mcconnell,0,3.4878502030094953
tyler_morton,0,3.4878502030094953
trey_nyoni,0,3.4878502030094953
rio_ngumoha,0,3.4878502030094953
omar_marmoush,1,4.099556348509153
phil_foden,0,3.960169848692818
savio_moreira_de_oliveira,0,3.681396849060147
bernardo_mota_veiga_de_carvalho_e_silva,3,3.542010349243812
rayan_cherki,6,3.542010349243812
jeremy_doku,3,3.542010349243812
ilkay_gundogan,0,3.542010349243812
rodrigo_'rodri'_hernandez_cascante,0,3.542010349243812
mateo_kovacic,0,3.402623849427477
nico_gonzalez_iglesias,3,3.402623849427477
oscar_bobb,6,3.263237349611142
claudio_echeverri,0,3.263237349611142
tijjani_reijnders,10,3.291114649574409
sverre_nypan,0,3.123850849794806
kalvin_phillips,0,3.123850849794806
bryan_mbeumo,2,2.9890769125305345
bruno_borges_fernandes,2,3.2678499121632054
matheus_santos_carneiro_da_cunha,2,2.9890769125305345
marcus_rashford,0,2.7103039128978645
amad_diallo,1,2.5709174130815295
alejandro_garnacho_ferreyra,0,2.5709174130815295
antony_dos_santos,0,2.4315309132651945
mason_mount,2,2.4315309132651945
jadon_sancho,0,2.4315309132651945
carlos_henrique_casimiro,2,2.292144413448859
kobbie_mainoo,0,2.1527579136325237
manuel_ugarte_ribeiro,1,2.1527579136325237
toby_collyer,0,2.0133714138161887
jayce_fitzgerald,0,2.0133714138161887
jack_fletcher,0,2.0133714138161887
sekou_kone,0,2.0133714138161887
jack_moorhouse,0,2.0133714138161887
jacob_ramsey,0,3.1385264469057237
anthony_gordon,3,3.6960724461710637
anthony_elanga,3,3.5566859463547287
harvey_barnes,3,3.4172994465383937
bruno_guimaraes_rodriguez_moura,3,3.4172994465383937
jacob_murphy,1,3.4172994465383937
joelinton_cassio_apolinario_de_lira,2,3.2779129467220587
sandro_tonali,3,3.1385264469057237
antonito_cordero_campillo,0,2.999139947089388
joe_willock,0,2.999139947089388
isaac_hayden,0,2.859753447273053
garang_kuol,0,2.859753447273053
lewis_miley,1,2.859753447273053
joe_white,0,2.859753447273053
seung_soo_park,0,2.859753447273053
james_mcatee,0,2.750931804105176
morgan_gibbs_white,5,3.3084778033705176
callum_hudson_odoi,2,2.8903183039215117
elliot_anderson,6,2.750931804105176
joao_pedro_ferreira_da_silva,1,2.750931804105176
nicolas_dominguez,0,2.611545304288841
lewis_o'brien,0,2.611545304288841
ibrahim_sangare,2,2.611545304288841
ryan_yates,1,2.611545304288841
eric_da_silva_moreira,0,2.472158804472506
marko_stamenic,0,2.472158804472506
dan_ndoye,9,2.8903183039215117
omari_hutchinson,0,2.750931804105176
simon_adingra,6,2.1710218123601877
habib_diarra,3,2.1710218123601877
patrick_roberts,0,2.1710218123601877
milan_aleksic,0,2.0316353125438527
enzo_le_fee,1,2.0316353125438527
romaine_mundle,0,2.0316353125438527
dan_neil,0,2.0316353125438527
ian_poveda_ocampo,0,2.0316353125438527
chris_rigg,1,2.0316353125438527
noah_sadiki,3,2.0316353125438527
chemsdine_talbi,6,2.0316353125438527
abdoullah_ba,0,1.8922488127275177
alan_browne,0,1.8922488127275177
pierre_ekwah_elimby,0,1.8922488127275177
harrison_jones,0,1.8922488127275177
jay_matete,0,1.8922488127275177
nectarios_triantis,0,1.8922488127275177
granit_xhaka,3,2.0316353125438527
son_heung_min,0,3.9839299302224376
brennan_johnson,8,3.5657704307734317
james_maddison,0,3.5657704307734317
mohammed_kudus,10,3.4263839309570967
dejan_kulusevski,0,3.4263839309570967
mathys_tel,1,3.4263839309570967
rodrigo_bentancur,1,3.147610931324426
lucas_bergvall,3,3.147610931324426
yves_bissouma,0,3.147610931324426
wilson_odobert,1,3.147610931324426
manor_solomon,0,3.147610931324426
bryan_gil_salvatierra,0,3.008224431508091
archie_gray,3,3.008224431508091
mikey_moore,0,3.008224431508091
pape_matar_sarr,6,3.008224431508091
yang_min_hyeok,0,2.868837931691756
callum_olusesi,0,2.868837931691756
joao_maria_lobo_alves_palhares_costa_palhinha_goncalves,1,3.147610931324426
lucas_tolentino_coelho_de_lima,2,2.578623443129847
tomas_soucek,1,2.578623443129847
james_ward_prowse,2,2.578623443129847
crysencio_summerville,0,2.439236943313511
edson_alvarez_velazquez,0,2.299850443497176
maxwel_cornet,0,2.299850443497176
guido_rodriguez,2,2.299850443497176
luis_guilherme_lira_dos_santos,0,2.299850443497176
george_earthy,0,2.160463943680841
andy_irving,1,2.160463943680841
lewis_orford,0,2.160463943680841
freddie_potts,0,2.160463943680841
hwang_hee_chan,1,2.944001250714921
andre_trindade_da_costa_neto,4,2.804614750898586
jean_ricner_bellegarde,2,2.804614750898586
fer_lopez_gonzalez,1,2.804614750898586
joao_victor_gomes_da_silva,2,2.804614750898586
goncalo_manuel_ganchinho_guedes,0,2.804614750898586
marshall_munetsi,2,2.804614750898586
boubacar_traore,0,2.66522825108225
tawanda_chirewa,0,2.5258417512659155
tom_edozie,0,2.5258417512659155
enso_gonzalez_medina,0,2.5258417512659155
joe_hodge,0,2.5258417512659155
jhon_arias,1,2.804614750898586
kai_havertz,1,2.850633112257732
gabriel_fernando_de_jesus,0,2.069115078090192
viktor_gyokeres,1,4.022910163509039
ollie_watkins,2,5.222015122011992
zepiqueno_redmond,0,1.7051839682580656
zian_flemming,1,2.679162192659092
zeki_amdouni,0,2.288403175575322
lyle_foster,2,2.288403175575322
ashley_barnes,0,1.897644158491552
michael_obafemi,0,1.897644158491552
armando_broja,0,2.679162192659092
francisco_evanilson_de_lima_barbosa,1,2.994627661591018
enes_unal,0,1.8223506103397096
daniel_adu_adjei,0,1.0408325761721713
eli_junior_kroupi,1,1.0408325761721713
yoane_wissa,0,5.617643213692187
igor_thiago_nascimento_rodrigues,6,4.445366162440877
iwan_morgan,0,3.2730891111895666
danny_welbeck,1,5.101865736359002
evan_ferguson,0,4.320347702191462
stefanos_tzimas,0,4.320347702191462
charalampos_kostoulas,0,3.9295886851076958
joao_pedro_junqueira_de_jesus,2,3.5647884477445757
liam_delap,1,2.7832704135770356
nicolas_jackson,0,2.7832704135770356
jean_philippe_mateta,1,3.375390032385809
eddie_nketiah,0,1.812353964050729
odsonne_edouard,0,1.4215949469669589
zach_marsh,0,1.0308359298831906
thierno_barry,1,0.4060021257322628
norberto_bercique_gomes_betuncal,2,0.015243108648492765
youssef_ramalho_chermiti,0,-0.3755159084352755
martin_sherif,0,-0.7662749255190455
raul_jimenez_rodriguez,2,3.2814891356304656
rodrigo_muniz_carvalho,7,2.4999711014629256
joel_piroe,2,2.679162192659092
patrick_bamford,0,2.288403175575322
mateo_joseph_fernandez_regatillo,0,2.288403175575322
lukas_nmecha,5,2.288403175575322
dominic_calvert_lewin,0,2.679162192659092
darwin_nunez_ribeiro,0,4.636909405920857
jayden_danns,0,3.0738733375857805
hugo_ekitike,11,6.278097277672689
erling_haaland,13,9.548209420679186
rasmus_hojlund,0,2.3181347950949274
joshua_zirkzee,0,1.927375778011161
chido_obi,0,0.7550987267598508
ethan_wheatley,0,0.7550987267598508
benjamin_sesko,1,3.0996528292624674
alexander_isak,0,6.826165400130122
william_osula,1,2.9185752292924256
sean_neave,0,2.1370571951248856
chris_wood,13,3.4635384820915434
igor_jesus_maciel_da_cruz,1,2.213109627423478
taiwo_awoniyi,0,1.8223506103397096
arnaud_kalimuendo,0,2.213109627423478
marc_guiu_paz,0,1.897644158491552
wilson_isidor,5,2.679162192659092
eliezer_mayenda_dossou,8,2.679162192659092
ahmed_abdullahi,0,1.897644158491552
luis_hemir_silva_semedo,0,1.897644158491552
nazarii_rusyn,0,1.897644158491552
dominic_solanke_mitchell,1,6.487934572922512
richarlison_de_andrade,13,5.706416538754972
will_lankshear,0,4.143380470419892
dane_scarlett,0,4.143380470419892
jarrod_bowen,2,4.746044941790778
niclas_fullkrug,2,3.183008873455698
callum_marshall,0,2.0107318222043915
callum_wilson,1,3.183008873455698
jorgen_strand_larsen,2,5.274543311888149
fabio_soares_silva,0,4.1022662606368385
sasa_kalajdzic,0,4.1022662606368385
leon_chiwome,0,3.711507243553072
nathan_fraser,0,3.711507243553072
