full_name,gw,total_points,position,team,opponent_team,xP,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,starts,threat,ewma_total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,opponent_team_name,ewma_team_goals,ewma_team_points,team_name_nw_opponent,team_nw_opponent,ewma_team_goals_nw_opponent,ewma_team_points_nw_opponent,predicted_points,owner
aaron_anselmino,23,0,DEF,Chelsea,8,-0.6942860080696643,-0.3252863108511668,-0.3279210983428287,-0.6600763397419097,-0.48561503990068694,-0.5138350083619717,-0.42099135619784367,-0.48384107991051406,-0.4052930581559236,-0.6915305063741956,-0.6891775808665309,-0.28086408162104887,-0.6389816429224805,-0.6354778824737648,-0.7413676502714956,-0.06123724356957946,-0.04996877926639076,-0.03531122757732243,-0.07075491376772253,-0.14795440200268506,-0.709518546280376,-0.486019053622988,-0.6793383793149266,-22.5,0.0,22.5,-0.8388538012801933,-0.3912682061316929,Crystal Palace,0.9907160975751009,0.9580397953660196,West Ham,West Ham,0.35237130019183,0.43100714102464,0.6712149649649168,
aaron_hickey,23,1,DEF,Brentford,16,0.022091699424881383,-0.3252863108511668,-0.3279210983428287,-0.32126350984668617,-0.48561503990068694,-0.36939308445820496,-0.42099135619784367,-0.3762583177772298,-0.2544073906808633,-0.1758798420297596,0.22128515141066857,-0.28086408162104887,-0.4229938649948141,-0.40334315936126086,0.1155874995848067,-0.06123724356957946,-0.04996877926639076,-0.03531122757732243,-0.07075491376772253,-0.14795440200268506,-0.06476932787621682,-0.2309067053305007,0.07621386249931998,-1371.25,1341.0,2712.25,-0.8388538012801933,-0.3912682061316929,Nott'm Forest,0.9907160975751009,0.4208149659813033,Aston Villa,Aston Villa,-0.32455251333457985,0.9829987426877754,1.3136265050226175,
aaron_ramsdale,23,0,GK,Newcastle,2,-0.26445938357293686,-0.3252863108511668,-0.3279210983428287,-0.6600763397419097,-0.48561503990068694,-0.5138350083619717,-0.42099135619784367,-0.48384107991051406,-0.4052930581559236,-0.6915305063741956,-0.6891775808665309,-0.28086408162104887,-0.6389816429224805,-0.6354778824737648,-0.7413676502714956,-0.06123724356957946,-0.04996877926639076,-0.03531122757732243,-0.07075491376772253,-0.14795440200268506,-0.709518546280376,-0.486019053622988,-0.6793383793149266,-7995.5,1373.25,9368.75,-0.09860903745946274,-0.3912682061316929,Aston Villa,0.3386300104006697,0.9580397953660196,Liverpool,Liverpool,-0.32455251333457985,-1.2249676639647662,0.716500977353379,
aaron_ramsey,23,0,MID,Burnley,18,-0.6942860080696643,-0.3252863108511668,-0.3279210983428287,-0.6600763397419097,-0.48561503990068694,-0.5138350083619717,-0.42099135619784367,-0.48384107991051406,-0.4052930581559236,-0.6915305063741956,-0.6891775808665309,-0.28086408162104887,-0.6389816429224805,-0.6354778824737648,-0.7413676502714956,-0.06123724356957946,-0.04996877926639076,-0.03531122757732243,-0.07075491376772253,-0.14795440200268506,-0.709518546280376,-0.486019053622988,-0.6793383793149266,-1636.0,0.0,1636.0,-0.468731419369828,-0.3912682061316929,Spurs,-0.3134560767737616,-1.1908595221728455,Sunderland,Sunderland,-1.0014763268609896,-0.6729760623016309,0.6291468046619543,
aaron_wan_bissaka,23,2,DEF,West Ham,17,-0.3758959158498662,-0.3252863108511668,-0.3279210983428287,0.28107040996704447,-0.48561503990068694,1.2476518685132327,0.2759037217355972,-0.16109279351066128,-0.4052930581559236,0.3066556420356755,0.22128515141066857,-0.28086408162104887,0.6061243710134786,0.7176976985966853,0.6117194284489818,-0.06123724356957946,-0.04996877926639076,-0.03531122757732243,-0.07075491376772253,-0.14795440200268506,0.5799798905279424,-0.486019053622988,0.22732431086216928,-4659.0,2664.5,7323.5,-0.7231905569332041,-0.3912682061316929,Sunderland,0.3386300104006697,0.4208149659813033,Chelsea,Chelsea,1.0292951137182398,0.9829987426877754,1.8378030249013748,
abdallah_sima,23,0,MID,Brighton,10,-0.6942860080696643,-0.3252863108511668,-0.3279210983428287,-0.6600763397419097,-0.48561503990068694,-0.5138350083619717,-0.42099135619784367,-0.48384107991051406,-0.4052930581559236,-0.6915305063741956,-0.6891775808665309,-0.28086408162104887,-0.6389816429224805,-0.6354778824737648,-0.7413676502714956,-0.06123724356957946,-0.04996877926639076,-0.03531122757732243,-0.07075491376772253,-0.14795440200268506,-0.709518546280376,-0.486019053622988,-0.6793383793149266,-3.0,0.0,3.0,0.45657453540608517,-0.3912682061316929,Fulham,-0.3134560767737616,-0.11640986340341299,Everton,Everton,-0.32455251333457985,-0.12098446063849543,0.8307142437440476,
abdoullah_ba,23,0,MID,Sunderland,19,-0.6942860080696643,-0.3252863108511668,-0.3279210983428287,-0.6600763397419097,-0.48561503990068694,-0.5138350083619717,-0.42099135619784367,-0.48384107991051406,-0.4052930581559236,-0.6915305063741956,-0.6891775808665309,-0.28086408162104887,-0.6389816429224805,-0.6354778824737648,-0.7413676502714956,-0.06123724356957946,-0.04996877926639076,-0.03531122757732243,-0.07075491376772253,-0.14795440200268506,-0.709518546280376,-0.486019053622988,-0.6793383793149266,-1079.25,449.75,1529.0,-0.5612620148474193,-0.3912682061316929,West Ham,-0.9655421639481928,-0.6536346927881292,Burnley,Burnley,-0.32455251333457985,-1.2249676639647662,0.608990060753745,
abdukodir_khusanov,23,6,DEF,Man City,20,0.3723208008666592,-0.3252863108511668,-0.3279210983428287,1.5986758595595805,1.2949734397351653,0.2506502962018671,-0.14223332502446734,-0.35474176535057295,-0.4052930581559236,1.806300234670411,1.1317478836878678,-0.28086408162104887,0.4663675735308708,1.2272617249412063,1.5814318348653238,-0.06123724356957946,-0.04996877926639076,-0.03531122757732243,-0.07075491376772253,-0.14795440200268506,1.2247291089321015,-0.486019053622988,1.1339870010392652,2864.75,3931.0,1066.25,0.45657453540608517,-0.3912682061316929,Wolves,-0.9655421639481928,-0.11640986340341299,Spurs,Spurs,0.35237130019183,-1.7769592656279016,2.66757847999513,
adam_aznou,23,0,DEF,Everton,11,-0.6942860080696643,-0.3252863108511668,-0.3279210983428287,-0.6600763397419097,-0.48561503990068694,-0.5138350083619717,-0.42099135619784367,-0.48384107991051406,-0.4052930581559236,-0.6915305063741956,-0.6891775808665309,-0.28086408162104887,-0.6389816429224805,-0.6354778824737648,-0.7413676502714956,-0.06123724356957946,-0.04996877926639076,-0.03531122757732243,-0.07075491376772253,-0.14795440200268506,-0.709518546280376,-0.486019053622988,-0.6793383793149266,-38.0,60.0,98.0,-0.6537926103250107,-0.3912682061316929,Leeds,-0.3134560767737616,-0.11640986340341299,Brighton,Brighton,-0.32455251333457985,-0.12098446063849543,0.6459728900365695,
adam_smith,23,1,DEF,Bournemouth,12,-0.5191714573487753,-0.3252863108511668,-0.3279210983428287,-0.7730139497069842,-0.48561503990068694,-0.47860527082446763,-0.42099135619784367,-0.48384107991051406,-0.4052930581559236,-0.015034680674614566,0.6765165175492683,-0.28086408162104887,-0.4738145186248533,-0.30709217660729576,0.07800174739812678,-0.06123724356957946,-0.04996877926639076,-0.03531122757732243,-0.07075491376772253,-0.14795440200268506,-0.06476932787621682,-0.486019053622988,-0.5282279309520772,-260.75,279.75,540.5,-0.468731419369828,1.7079859332252074,Liverpool,2.2948882719239636,0.9580397953660196,Wolves,Wolves,-1.0014763268609896,-0.12098446063849543,1.1755753537692812,
