full_name,gw,total_points,position,team,opponent_team,xP,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,starts,threat,ewma_total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,opponent_team_name,ewma_team_goals,ewma_team_points,team_name_nw_opponent,team_nw_opponent,ewma_team_goals_nw_opponent,ewma_team_points_nw_opponent,predicted_points,owner
aaron_anselmino,15,0,DEF,Chelsea,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.25,0.0,72.25,40.0,0.0,Bournemouth,1.0,1.25,Everton,Everton,1.5,2.25,0.3248316978449243,
aaron_hickey,15,1,DEF,Brentford,18,2.0,0.0,0.0,4.5,0.25,0.6,0.01,0.0625,0.0525,0.15500000000000005,0.25,0.0,0.725,5.249999999999999,24.25,0.0,0.0,0.0,0.0,0.0,0.25,1.5,2.5,1650.25,2652.5,1002.25,40.0,0.0,Spurs,1.0,0.75,Leeds,Leeds,2.25,1.0,0.9302061006823809,
aaron_ramsdale,15,2,GK,Newcastle,3,0.45,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.8375,1.0,0.0,0.7250000000000001,7.3,67.5,0.0,0.0,0.0,0.0,0.75,0.75,0.0,1.25,12611.0,14002.75,1391.75,48.0,0.0,Burnley,2.5,2.5,Sunderland,Sunderland,1.0,1.0,2.419532135318529,85076.0
aaron_ramsey,15,0,MID,Burnley,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8547.25,0.0,8547.25,44.0,0.0,Newcastle,0.5,0.0,Fulham,Fulham,2.0,1.5,0.3675077150771613,
aaron_wan_bissaka,15,4,DEF,West Ham,6,2.85,0.0,0.0,10.5,0.0,23.025,0.060000000000000005,0.060000000000000005,0.0,2.18,1.5,0.0,4.65,22.35,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,-12434.5,4651.0,17085.5,42.25,0.5,Brighton,1.0,0.75,Aston Villa,Aston Villa,2.25,3.0,2.6657746214744495,
abdallah_sima,15,0,MID,Brighton,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,12.0,54.0,0.0,West Ham,2.0,1.75,Liverpool,Liverpool,1.5,1.25,0.3675077150771613,
abdoullah_ba,15,0,MID,Sunderland,13,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.75,4674.5,4327.75,43.0,0.0,Man City,1.0,1.0,Newcastle,Newcastle,2.5,2.5,0.3675077150771613,
abdukodir_khusanov,15,0,DEF,Man City,17,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-296.75,422.75,719.5,54.0,0.0,Sunderland,3.0,2.25,Crystal Palace,Crystal Palace,1.5,2.25,0.3976137964800863,
adam_aznou,15,0,DEF,Everton,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109.0,47.25,156.25,43.0,0.0,Nott'm Forest,1.5,2.25,Chelsea,Chelsea,1.0,1.25,0.3976137964800863,
adam_smith,15,6,DEF,Bournemouth,7,0.975,0.0,0.0,6.25,0.25,0.7999999999999999,0.0025,0.0025,0.0,0.53,0.75,0.0,0.55,3.4,43.25,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2.0,37.25,413.5,376.25,44.0,0.0,Chelsea,1.0,0.5,Man Utd,Man Utd,1.75,1.75,1.282708288524423,
