full_name,gw,total_points,position,team,opponent_team,xP,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,starts,threat,ewma_total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,opponent_team_name,ewma_team_goals,ewma_team_points,team_name_nw_opponent,team_nw_opponent,ewma_team_goals_nw_opponent,ewma_team_points_nw_opponent,predicted_points,owner
aaron_anselmino,11,0,DEF,Chelsea,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-230.25,0.0,230.25,40.0,0.0,Wolves,2.0,2.25,Burnley,Burnley,1.75,1.5,0.3976137964800863,
aaron_hickey,11,2,DEF,Brentford,15,0.375,0.0,0.0,3.25,0.0,0.49999999999999994,0.0125,0.0425,0.03,0.09500000000000006,0.25,0.0,1.075,3.15,17.25,0.0,0.0,0.0,0.0,0.0,0.25,7.0,0.5,-2070.0,653.0,2723.0,40.0,0.0,Newcastle,2.0,2.25,Brighton,Brighton,1.75,1.75,0.9416186523225366,
aaron_ramsdale,11,0,GK,Newcastle,5,0.25,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.455,0.5,0.0,0.225,2.2,3.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-1952.5,835.25,2787.75,48.0,0.0,Brentford,1.25,0.75,Man City,Man City,2.0,2.25,0.22887530581697751,
aaron_ramsey,11,0,MID,Burnley,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25912.5,0.0,25912.5,44.0,0.0,West Ham,1.75,1.5,Chelsea,Chelsea,2.0,2.25,0.3675077150771613,
aaron_wan_bissaka,11,3,DEF,West Ham,3,2.0,0.25,0.0,6.75,0.0,7.6,0.027500000000000004,0.027500000000000004,0.0,0.9775,1.5,0.0,2.2750000000000004,14.149999999999999,75.75,0.0,0.0,0.0,0.0,0.0,0.75,1.0,3.0,-34567.0,6583.5,41150.5,43.0,0.0,Burnley,1.75,1.5,Bournemouth,Bournemouth,1.5,1.0,2.0601876057131028,
abdallah_sima,11,0,MID,Brighton,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.75,0.0,41.75,54.0,0.0,Crystal Palace,1.75,1.75,Brentford,Brentford,2.0,2.25,0.3675077150771613,
abdoullah_ba,11,0,MID,Sunderland,1,-0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7391.25,10059.5,2668.25,43.5,0.0,Arsenal,1.75,2.0,Fulham,Fulham,1.0,0.75,0.3675077150771613,
abdukodir_khusanov,11,0,DEF,Man City,12,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1872.25,275.5,2147.75,54.0,0.0,Liverpool,2.0,2.25,Newcastle,Newcastle,1.25,0.75,0.3976137964800863,
adam_aznou,11,0,DEF,Everton,10,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-228.25,70.25,298.5,43.25,0.0,Fulham,0.75,1.0,Man Utd,Man Utd,2.5,2.0,0.30663617318613384,
adam_smith,11,1,DEF,Bournemouth,2,-0.075,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,-382.0,315.5,697.5,44.0,0.0,Aston Villa,1.5,1.0,West Ham,West Ham,1.75,1.5,0.3739582377702236,
