full_name,gw,total_points,position,team,opponent_team,xP,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,starts,threat,ewma_total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,opponent_team_name,ewma_team_goals,ewma_team_points,team_name_nw_opponent,team_nw_opponent,ewma_team_goals_nw_opponent,ewma_team_points_nw_opponent,predicted_points,owner
aaron_anselmino,14,0,DEF,Chelsea,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,88.0,40.0,0.0,Leeds,1.75,1.75,Bournemouth,Bournemouth,1.0,0.25,0.36122274716250535,
aaron_hickey,14,0,DEF,Brentford,1,1.525,0.0,0.0,7.0,0.25,1.075,0.0225,0.10500000000000001,0.08249999999999999,0.16750000000000007,0.5,0.0,1.7999999999999998,8.35,38.0,0.0,0.0,0.0,0.0,0.0,0.5,8.5,2.75,931.5,1935.0,1003.5,40.0,0.0,Arsenal,1.75,1.5,Spurs,Spurs,1.5,0.5,1.4396947008306638,
aaron_ramsdale,14,1,GK,Newcastle,18,0.2,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.89,1.25,0.0,0.5,4.95,48.25,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.75,1066.0,2511.25,1445.25,48.0,0.0,Spurs,2.25,1.75,Burnley,Burnley,0.75,0.0,1.6815432031816646,
aaron_ramsey,14,0,MID,Burnley,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10177.5,0.0,10177.5,44.0,0.0,Crystal Palace,0.75,0.0,Newcastle,Newcastle,2.25,1.75,0.3675077150771613,
aaron_wan_bissaka,14,3,DEF,West Ham,14,2.975,0.0,0.0,7.75,0.0,11.975,0.045000000000000005,0.045000000000000005,0.0,1.9774999999999998,1.75,0.0,3.2750000000000004,19.5,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.25,-12222.0,5684.75,17906.75,42.5,0.5,Man Utd,1.5,1.25,Brighton,Brighton,1.75,1.75,2.3683454117607656,
abdallah_sima,14,0,MID,Brighton,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,0.0,16.0,54.0,0.0,Aston Villa,1.75,1.75,West Ham,West Ham,1.5,1.25,0.3675077150771613,
abdoullah_ba,14,0,MID,Sunderland,12,-0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4546.0,9133.0,4587.0,43.0,0.0,Liverpool,1.5,1.25,Man City,Man City,3.0,2.25,0.3675077150771613,
abdukodir_khusanov,14,0,DEF,Man City,10,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-306.75,452.25,759.0,54.0,0.0,Fulham,3.0,2.25,Sunderland,Sunderland,1.5,1.25,0.3976137964800863,
adam_aznou,14,0,DEF,Everton,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-129.0,45.0,174.0,43.0,0.0,Bournemouth,1.25,2.25,Nott'm Forest,Nott'm Forest,1.75,2.25,0.3976137964800863,
adam_smith,14,0,DEF,Bournemouth,9,0.575,0.0,0.0,1.25,0.0,0.7,0.0025,0.0025,0.0,0.3025,0.75,0.0,0.3,1.45,23.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.75,61.0,424.25,363.25,44.0,0.0,Everton,1.0,0.25,Chelsea,Chelsea,1.75,1.75,0.7357161323105249,
