full_name,gw,total_points,position,team,opponent_team,xP,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,starts,threat,ewma_total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,opponent_team_name,ewma_team_goals,ewma_team_points,team_name_nw_opponent,team_nw_opponent,ewma_team_goals_nw_opponent,ewma_team_points_nw_opponent,predicted_points,owner
aaron_anselmino,22,0,DEF,Chelsea,5,-0.6954632548333683,-0.3108434683521332,-0.33351699415412395,-0.6556428108318074,-0.5212143371794566,-0.5312442643412799,-0.4406131375390861,-0.4915485242399931,-0.40508396269504626,-0.692539091317968,-0.6702896567954897,-0.27759923366530737,-0.644073072599579,-0.6282263578918905,-0.7386083942138236,-0.050094014498562434,-0.06139091318025436,-0.035399616270239444,-0.06139091318025436,-0.15214286628022158,-0.7143550521067139,-0.486482467156897,-0.6731694201840747,-27.5,0.0,27.5,-0.8393031555858804,-0.3851450122551847,Brentford,0.5506600587856081,0.02440895779325885,Crystal Palace,Crystal Palace,-1.5956669539906259,-1.4610386565589162,0.6342619968313081,
aaron_hickey,22,1,DEF,Brentford,7,0.06324551346045452,-0.3108434683521332,-0.33351699415412395,-0.3288363792681618,-0.5212143371794566,-0.40764957998694196,-0.4406131375390861,-0.39002146631740114,-0.2689389460685704,-0.3895303267518063,-0.18838074637593694,-0.27759923366530737,-0.4548163051220505,-0.43131296796100843,-0.06387660176866046,-0.050094014498562434,-0.06139091318025436,-0.035399616270239444,-0.06139091318025436,-0.15214286628022158,-0.07159639598817291,-0.23882805828476183,-0.09054183391174145,-1614.75,1686.25,3301.0,-0.8393031555858804,-0.3851450122551847,Chelsea,1.0833203335673285,1.0245503566042178,Nott'm Forest,Nott'm Forest,-1.0659877282995125,-0.48863558567963755,1.2292597320932364,
aaron_ramsdale,22,0,GK,Newcastle,20,-0.015786649903485352,-0.3108434683521332,-0.33351699415412395,-0.6556428108318074,-0.5212143371794566,-0.5312442643412799,-0.4406131375390861,-0.4915485242399931,-0.40508396269504626,-0.692539091317968,-0.6702896567954897,-0.27759923366530737,-0.644073072599579,-0.6282263578918905,-0.7386083942138236,-0.050094014498562434,-0.06139091318025436,-0.035399616270239444,-0.06139091318025436,-0.15214286628022158,-0.7143550521067139,-0.486482467156897,-0.6731694201840747,-4899.5,4577.25,9476.75,-0.10052451813554841,-0.3851450122551847,Wolves,2.1486408831307693,2.5247624548206566,Aston Villa,Aston Villa,-0.536308502608399,-0.48863558567963755,0.8076447212220748,
aaron_ramsey,22,0,MID,Burnley,12,-0.6954632548333683,-0.3108434683521332,-0.33351699415412395,-0.6556428108318074,-0.5212143371794566,-0.5312442643412799,-0.4406131375390861,-0.4915485242399931,-0.40508396269504626,-0.692539091317968,-0.6702896567954897,-0.27759923366530737,-0.644073072599579,-0.6282263578918905,-0.7386083942138236,-0.050094014498562434,-0.06139091318025436,-0.035399616270239444,-0.06139091318025436,-0.15214286628022158,-0.7143550521067139,-0.486482467156897,-0.6731694201840747,-2222.0,0.0,2222.0,-0.4699138368607144,-0.3851450122551847,Liverpool,-0.5146604907778326,-1.4758031404231797,Spurs,Spurs,-0.536308502608399,-1.4610386565589162,0.6267475243359036,
aaron_wan_bissaka,22,4,DEF,West Ham,18,-0.5690117934510646,-0.3108434683521332,-0.33351699415412395,-0.18358907635098592,-0.5212143371794566,0.7929844965980551,0.07854168404877178,-0.2681889968102909,-0.40508396269504626,-0.0692067756390071,-0.18838074637593694,-0.27759923366530737,0.26435941129255797,0.3394623011970155,-0.07129123685047543,-0.050094014498562434,-0.06139091318025436,-0.035399616270239444,-0.06139091318025436,-0.15214286628022158,-0.07159639598817291,-0.486482467156897,-0.09054183391174145,-11571.75,757.5,12329.25,-0.7007821610639432,-0.3851450122551847,Spurs,0.017999784003887777,-0.4756617416122207,Sunderland,Sunderland,-1.0659877282995125,-0.0024340502399982865,1.2859281987169875,
abdallah_sima,22,0,MID,Brighton,4,-0.6954632548333683,-0.3108434683521332,-0.33351699415412395,-0.6556428108318074,-0.5212143371794566,-0.5312442643412799,-0.4406131375390861,-0.4915485242399931,-0.40508396269504626,-0.692539091317968,-0.6702896567954897,-0.27759923366530737,-0.644073072599579,-0.6282263578918905,-0.7386083942138236,-0.050094014498562434,-0.06139091318025436,-0.035399616270239444,-0.06139091318025436,-0.15214286628022158,-0.7143550521067139,-0.486482467156897,-0.6731694201840747,-3.5,0.0,3.5,0.45355945995220065,-0.3851450122551847,Bournemouth,0.5506600587856081,0.5244796571987383,Fulham,Fulham,-0.006629276917285542,-0.0024340502399982865,0.8279157396040701,
abdoullah_ba,22,0,MID,Sunderland,8,-0.7744954181973082,-0.3108434683521332,-0.33351699415412395,-0.6556428108318074,-0.5212143371794566,-0.5312442643412799,-0.4406131375390861,-0.4915485242399931,-0.40508396269504626,-0.692539091317968,-0.6702896567954897,-0.27759923366530737,-0.644073072599579,-0.6282263578918905,-0.7386083942138236,-0.050094014498562434,-0.06139091318025436,-0.035399616270239444,-0.06139091318025436,-0.15214286628022158,-0.7143550521067139,-0.486482467156897,-0.6731694201840747,-1338.25,454.5,1792.75,-0.562261166542006,-0.3851450122551847,Crystal Palace,-1.047320765559553,0.02440895779325885,West Ham,West Ham,-0.006629276917285542,-0.48863558567963755,0.5965152948101919,
abdukodir_khusanov,22,3,DEF,Man City,14,0.01582621544209063,-0.3108434683521332,-0.33351699415412395,0.5426474382348933,-0.5212143371794566,-0.18164787145329542,-0.2518295660525923,-0.4103268779019196,-0.40508396269504626,1.3289622380019954,1.2573459848827215,-0.27759923366530737,0.11295399731053501,0.7839239527552923,0.885196688703657,-0.050094014498562434,-0.06139091318025436,-0.035399616270239444,-0.06139091318025436,-0.15214286628022158,0.5711622601303681,-0.486482467156897,0.20077195922442514,1268.0,1908.75,640.75,0.45355945995220065,-0.3851450122551847,Man Utd,-1.5799810403412733,-0.9757324410177002,Wolves,Wolves,-0.006629276917285542,0.48376748519964097,1.9521367492199677,
adam_aznou,22,0,DEF,Everton,2,-0.6954632548333683,-0.3108434683521332,-0.33351699415412395,-0.6556428108318074,-0.5212143371794566,-0.5312442643412799,-0.4406131375390861,-0.4915485242399931,-0.40508396269504626,-0.692539091317968,-0.6702896567954897,-0.27759923366530737,-0.644073072599579,-0.6282263578918905,-0.7386083942138236,-0.050094014498562434,-0.06139091318025436,-0.035399616270239444,-0.06139091318025436,-0.15214286628022158,-0.7143550521067139,-0.486482467156897,-0.6731694201840747,-43.25,66.25,109.5,-0.6546084962232974,-0.3851450122551847,Aston Villa,0.5506600587856081,1.0245503566042178,Leeds,Leeds,-0.006629276917285542,-0.0024340502399982865,0.6931750905327814,
adam_smith,22,0,DEF,Bournemouth,6,-0.221270274649729,-0.3108434683521332,-0.33351699415412395,-0.7282664622903954,-0.5212143371794566,-0.5277129876454417,-0.4406131375390861,-0.4915485242399931,-0.40508396269504626,-0.3808729334784875,-0.18838074637593694,-0.27759923366530737,-0.6314559547677439,-0.6169741641815544,-0.590315692577524,-0.050094014498562434,-0.06139091318025436,-0.035399616270239444,-0.06139091318025436,-0.15214286628022158,-0.7143550521067139,-0.486482467156897,-0.5275125236159913,-388.0,300.75,688.75,-0.4699138368607144,1.5959549756754543,Brighton,1.6159806083490489,0.02440895779325885,Liverpool,Liverpool,-1.0659877282995125,-0.48863558567963755,0.833400053168679,
adam_webster,22,0,DEF,Brighton,4,-0.6954632548333683,-0.3108434683521332,-0.33351699415412395,-0.6556428108318074,-0.5212143371794566,-0.5312442643412799,-0.4406131375390861,-0.4915485242399931,-0.40508396269504626,-0.692539091317968,-0.6702896567954897,-0.27759923366530737,-0.644073072599579,-0.6282263578918905,-0.7386083942138236,-0.050094014498562434,-0.06139091318025436,-0.035399616270239444,-0.06139091318025436,-0.15214286628022158,-0.7143550521067139,-0.486482467156897,-0.6731694201840747,1.5,22.0,20.5,-0.4699138368607144,-0.3851450122551847,Bournemouth,0.5506600587856081,0.5244796571987383,Fulham,Fulham,-0.006629276917285542,-0.0024340502399982865,0.6953135428085402,
