full_name,gw,total_points,position,team,opponent_team,xP,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,starts,threat,ewma_total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,opponent_team_name,ewma_team_goals,ewma_team_points,team_name_nw_opponent,team_nw_opponent,ewma_team_goals_nw_opponent,ewma_team_points_nw_opponent,predicted_points,owner
aaron_anselmino,16,0,DEF,Chelsea,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.75,0.0,65.75,40.0,0.0,Everton,1.0,1.25,Newcastle,Newcastle,2.0,1.75,0.3248316978449243,
aaron_hickey,16,6,DEF,Brentford,11,2.55,0.0,0.0,10.75,0.5,1.075,0.0125,0.065,0.0525,0.29750000000000004,0.0,0.0,0.775,5.05,36.75,0.0,0.0,0.0,0.0,0.0,0.5,1.5,3.75,2463.75,4035.25,1571.5,40.0,0.0,Leeds,1.0,1.0,Wolves,Wolves,0.5,0.0,1.3873311287413086,
aaron_ramsdale,16,2,GK,Newcastle,17,0.9249999999999999,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.9125,1.25,0.0,1.05,10.6,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.75,11600.25,16377.25,4777.0,48.0,0.0,Sunderland,2.0,1.75,Chelsea,Chelsea,1.0,1.25,3.1336460122912686,
aaron_ramsey,16,0,MID,Burnley,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8632.75,0.0,8632.75,44.0,0.0,Fulham,1.0,0.0,Bournemouth,Bournemouth,1.5,0.5,0.3675077150771613,
aaron_wan_bissaka,16,1,DEF,West Ham,2,2.4000000000000004,0.0,0.0,9.0,0.0,20.1,0.04250000000000001,0.04250000000000001,0.0,1.335,1.75,0.0,4.2,20.75,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.25,-12686.0,6608.75,19294.75,42.0,0.25,Aston Villa,1.0,0.5,Man City,Man City,3.5,3.0,2.535968611305311,
abdallah_sima,16,0,MID,Brighton,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0,10.75,54.0,0.0,Liverpool,1.5,1.0,Sunderland,Sunderland,1.25,1.75,0.3675077150771613,
abdoullah_ba,16,0,MID,Sunderland,15,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3101.5,2071.5,5173.0,43.0,0.0,Newcastle,1.25,1.75,Brighton,Brighton,1.5,1.0,0.3675077150771613,
abdukodir_khusanov,16,0,DEF,Man City,8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-337.25,413.25,750.5,54.0,0.0,Crystal Palace,3.5,3.0,West Ham,West Ham,1.0,0.5,0.4522003704564578,
adam_aznou,16,0,DEF,Everton,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.25,56.75,168.0,43.0,0.0,Chelsea,1.25,1.5,Arsenal,Arsenal,1.5,1.75,0.3430272225037148,
adam_smith,16,2,DEF,Bournemouth,14,1.35,0.25,0.0,4.25,0.25,3.5,0.005,0.005,0.0,1.3525,1.75,0.0,1.425,8.95,64.75,0.0,0.0,0.0,0.0,0.0,0.75,2.0,2.25,127.75,543.5,415.75,44.0,0.25,Man Utd,1.5,0.5,Burnley,Burnley,1.0,0.0,1.6531631083977083,
