full_name,gw,total_points,position,team,opponent_team,xP,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,starts,threat,ewma_total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,opponent_team_name,ewma_team_goals,ewma_team_points,team_name_nw_opponent,team_nw_opponent,ewma_team_goals_nw_opponent,ewma_team_points_nw_opponent,predicted_points,owner
aaron_anselmino,17,0,DEF,Chelsea,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.25,0.0,69.25,40.0,0.0,Newcastle,1.25,1.25,Aston Villa,Aston Villa,2.75,3.0,0.3248316978449243,
aaron_hickey,17,0,DEF,Brentford,20,2.6,0.0,0.0,6.5,0.25,0.5,0.0025,0.002500000000000007,0.0,0.26250000000000007,0.0,0.0,0.15,0.9500000000000001,18.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.75,6384.0,8137.75,1753.75,40.0,0.0,Wolves,0.75,1.0,Bournemouth,Bournemouth,1.25,0.75,0.8668012964356541,
aaron_ramsdale,17,1,GK,Newcastle,7,1.2000000000000002,0.0,0.0,7.5,0.0,2.5,0.0,0.0,0.0,0.9700000000000001,1.5,0.0,1.6749999999999998,14.3,90.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,1.5,10658.25,17421.0,6762.75,48.0,0.0,Chelsea,1.5,1.25,Man Utd,Man Utd,2.5,1.25,3.089409791046107,
aaron_ramsey,17,0,MID,Burnley,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7957.0,0.0,7957.0,44.0,0.0,Bournemouth,1.0,0.25,Everton,Everton,1.0,1.5,0.3675077150771613,
aaron_wan_bissaka,17,0,DEF,West Ham,13,1.725,0.0,0.0,7.5,0.0,18.025,0.03250000000000001,0.03250000000000001,0.0,1.025,1.25,0.0,3.6250000000000004,17.6,67.5,0.0,0.0,0.0,0.0,0.0,0.75,0.5,2.0,-25877.0,5735.75,31612.75,42.0,0.25,Man City,1.0,0.5,Fulham,Fulham,2.25,1.5,2.055944646592889,
abdallah_sima,17,0,MID,Brighton,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.5,0.0,10.5,54.0,0.0,Sunderland,1.0,0.5,Arsenal,Arsenal,1.5,2.25,0.3675077150771613,
abdoullah_ba,17,0,MID,Sunderland,6,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2932.5,1882.75,4815.25,43.0,0.0,Brighton,0.5,1.25,Leeds,Leeds,2.75,2.0,0.3675077150771613,
abdukodir_khusanov,17,1,DEF,Man City,19,0.55,0.0,0.0,2.75,0.0,0.875,0.0025,0.0025,0.0,0.045,0.0,0.0,0.2,1.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-332.25,423.25,755.5,54.0,0.0,West Ham,3.5,3.0,Nott'm Forest,Nott'm Forest,1.0,1.5,0.6505832599439865,
adam_aznou,17,0,DEF,Everton,1,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98.25,73.0,171.25,42.75,0.0,Arsenal,1.0,1.5,Burnley,Burnley,1.0,0.25,0.3430272225037148,
adam_smith,17,0,DEF,Bournemouth,3,1.6,0.25,0.0,4.5,0.25,2.875,0.0025,0.0025,0.0,1.0525,1.0,0.0,1.175,7.5,45.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2.0,802.25,1239.25,437.0,44.0,0.25,Burnley,1.25,0.75,Brentford,Brentford,0.75,1.0,1.3131115743047768,
