team,gw,opponent_team,avg_points_conceded_GK_opponent,avg_points_conceded_DEF_opponent,avg_points_conceded_MID_opponent,avg_points_conceded_FWD_opponent,avg_points_scored_GK,avg_points_scored_DEF,avg_points_scored_MID,avg_points_scored_FWD,avg_points_conceded_GK_opponent_multiplier,avg_points_conceded_DEF_opponent_multiplier,avg_points_conceded_MID_opponent_multiplier,avg_points_conceded_FWD_opponent_multiplier,avg_points_scored_GK_multiplier,avg_points_scored_DEF_multiplier,avg_points_scored_MID_multiplier,avg_points_scored_FWD_multiplier,fixture_diff_GK_multiplier,fixture_diff_DEF_multiplier,fixture_diff_MID_multiplier,fixture_diff_FWD_multiplier
West Ham,35,Arsenal,1.75,2.4730502953605806,3.0510384291223653,4.050028037330309,4.3,4.418489946003877,3.785313691097586,4.414741147035552,0.4794520547945205,0.6237759029316718,0.7164643073416482,0.7126868209820835,1.162162162162162,1.097627165656799,0.9379568219049634,0.8511860273800375,0.5572010366530914,0.6846733763399016,0.6720125847225134,0.6066290639178475
Burnley,35,Aston Villa,3.2,3.572790895914816,5.018656453963224,7.938609563637279,2.0,2.296687448497649,3.5446669270116686,4.440347467437867,0.8767123287671232,0.9011627750823318,1.1785129239125178,1.3969637643931174,0.5405405405405405,0.5705357634170813,0.8783273453375162,0.856123064776602,0.5,0.5141455918446537,1.035120127906036,1.1959728993540948
Fulham,35,Bournemouth,3.75,3.4563030648406654,3.600300041192555,3.606819646900127,4.0,3.710017175914839,4.107177385631882,4.19913227277784,1.0273972602739725,0.8717811235465163,0.8454454229791932,0.6346950698394207,1.081081081081081,0.9216306220228918,1.0177109116973053,0.8096154675136821,1.110699740836727,0.8034601791619913,0.8604190322104687,0.5138589456966717
Man City,35,Brentford,3.6,4.369816850389854,4.401973859945766,4.831765759399449,3.7,4.9986209090715565,5.1238663968370926,5.722222222222222,0.9863013698630136,1.1021961246043057,1.0336995831970872,0.8502498617432733,1.0,1.2417414473420216,1.2696346547832398,1.1032754670995164,0.9863013698630136,1.3686426110209178,1.3124208134620128,0.9380598133661091
Wolves,35,Brighton,3.85,4.354696220269898,3.4108119083699315,4.723672602285867,2.85,3.186355171717441,3.9642254821669196,3.150814348142479,1.0547945205479452,1.0983822576871365,0.8009486108327546,0.8312286184819608,0.7702702702702703,0.7915441788141231,0.9822890883026945,0.6074940882566362,0.8124768604220659,0.869418082184967,0.7867630807122161,0.5049664717175221
Aston Villa,35,Burnley,4.4,5.262953574129275,6.208034683825835,5.840584037561122,3.1,3.0749022040173215,3.556046887728699,5.582580621625565,1.2054794520547945,1.3274714323233356,1.4578103072204271,1.0277724578795688,0.8378378378378378,0.7638573884093242,0.8811471675923143,1.0763518094466387,1.0099962976675305,1.013998861482488,1.2845454230941609,1.1062447447380932
Liverpool,35,Chelsea,4.6,4.783311703017444,4.3547755968971815,7.460129517562739,3.9022471910112357,5.202658615081429,4.985207206639648,6.271037957779094,1.2602739726027394,1.2064916682652027,1.0226161859772889,1.3127652305071622,1.0546614029760095,1.2924278428462777,1.2352765159395869,1.2090901162836456,1.3291623160793542,1.5593034242280028,1.263213759357454,1.5872514652070315
Man City,35,Crystal Palace,3.1,4.06768603712001,4.439891732010112,5.292659175052161,3.7,4.9986209090715565,5.1238663968370926,5.722222222222222,0.8493150684931506,1.0259898617537564,1.0426036998037946,0.9313536615652684,1.0,1.2417414473420216,1.2696346547832398,1.1032754670995164,0.8493150684931506,1.2740141358923502,1.3237257884761193,1.0275396459982664
Crystal Palace,35,Everton,3.102247191011236,3.69406701157733,4.297882355273669,7.178690888324141,4.9,4.616341348938059,3.698021268179467,4.7905716741755935,0.8499307372633522,0.9317521725941202,1.009256152041585,1.2632402395380062,1.3243243243243243,1.1467767795017452,0.9163267721235614,0.9236481905533614,1.1255839493487638,1.0685117557812394,0.924808432046112,1.1667895614834742
Bournemouth,35,Fulham,5.0,4.873127890626479,4.249113911763162,5.524935621549074,4.1,5.254116351206413,4.529139014197354,4.650035650253448,1.36986301369863,1.2291459481352114,0.9978040350291041,0.9722275421204314,1.108108108108108,1.3052108093674675,1.12226810837718,0.8965520832342716,1.51795631247686,1.6042945777963025,1.11980364692323,0.8716526282658082
Spurs,35,Leeds,4.15,4.219915000584161,3.8051901684674947,4.856678948672354,2.0,2.4885839222060353,3.766740351405029,4.291861484072411,1.136986301369863,1.0643864763779478,0.8935590297164928,0.8546338564958468,0.5405405405405405,0.6182060727558106,0.9333545637853355,0.8274941621766547,0.6145871899296556,0.6580101834560065,0.8340073983974848,0.7072045270488341
Chelsea,35,Liverpool,1.9,2.6376275654800843,3.6912141777143455,6.451166651564629,2.1,2.305324896669737,3.281996978523723,6.597105863957917,0.5205479452054794,0.6652871230889856,0.8667944604835768,1.1352171911283624,0.5675675675675675,0.572681450715569,0.8132407791506446,1.271957776350838,0.5,0.5,0.7049126024071266,1.4439483341028763
Crystal Palace,35,Man City,1.75,2.0456768912106345,3.516518713399113,4.772930590317092,4.9,4.616341348938059,3.698021268179467,4.7905716741755935,0.4794520547945205,0.5159797810482122,0.8257713571225536,0.8398965878328812,1.3243243243243243,1.1467767795017452,0.9163267721235614,0.9236481905533614,0.6349500185116623,0.5917136315984843,0.7566764021842022,0.7757689636037831
Sunderland,35,Man Utd,2.3,2.1974276651474427,4.022976314940525,16.524401047078406,3.6,3.3773808730619073,3.542202270680545,4.57521652793588,0.6301369863013697,0.5542557822320907,0.9447009619491492,2.9078126724866533,0.9729729729729729,0.8389981736622862,0.8777166320894001,0.882126550824446,0.6131062569418732,0.5,0.8291797466536237,2.0
Nott'm Forest,35,Newcastle,3.2,3.463109556319091,4.0073226216116264,6.703435072618011,4.6,4.327317017933916,5.1654064072119,6.947912626876469,0.8767123287671232,0.8734979205626209,0.9410250618224327,1.179609076166575,1.243243243243243,1.0749782779496833,1.2799277874778134,1.3395952221175509,1.0899666790077747,0.9389912904390354,1.204444125339559,1.580198682399242
Newcastle,35,Nott'm Forest,3.7,3.1160756086922055,3.4546193535586873,3.830601989194343,2.4,3.2324428525653284,3.7211066415313874,22.30566541951498,1.0136986301369864,0.7859657686953493,0.8112357545717462,0.6740742357739655,0.6486486486486486,0.8029931333481293,0.9220470598430657,4.300653221594724,0.6575342465753424,0.6311251153090496,0.7479975423424494,2.0
Leeds,35,Spurs,3.8,4.079901552400406,5.0840501886450316,9.225197686534516,3.3,3.7236680237126016,5.301662857456277,4.288268390578776,1.0410958904109588,1.0290709734028396,1.1938690978551585,1.6233657524211709,0.8918918918918918,0.9250217220503167,1.3136905552335842,0.8268013942713595,0.9285449833395037,0.9519130039290904,1.5683745580375614,1.3422010675141987
Man Utd,35,Sunderland,3.6,4.724566573504468,4.267816793250921,7.341191541710879,3.6,3.2556084253870017,4.751404476078531,11.806957965795368,0.9863013698630136,1.1916744216149675,1.0021959649708958,1.2918356154223782,0.9729729729729729,0.8087478509887264,1.1773429114867893,2.276445506458935,0.9596445760829322,0.9637641275593384,1.1799283152791467,2.0
Arsenal,35,West Ham,4.1,3.861604862825118,4.304107006665836,7.67408336628206,4.65,5.513215090514546,4.74478497586416,7.193972602701962,1.1232876712328765,0.9740101382462436,1.0107178643902608,1.3504148682072428,1.2567567567567568,1.3695752909726013,1.1757026761218121,1.3870369194548384,1.41169937060348,1.3339802184988627,1.1883036979677524,1.8730752787841856
Brighton,35,Wolves,4.7,5.408961733618195,4.560753517394152,4.807447913403258,4.2,4.486512670258661,4.217258581964489,6.0723709886137955,1.2876712328767121,1.3642989775178072,1.0709852352583185,0.8459706300450203,1.135135135135135,1.1145251536428438,1.044987755174362,1.1707860475685425,1.4616808589411328,1.5205455275328086,1.1191664568174762,0.990450610309479
